date,store_id,product_category,product_name,units_sold,unit_price,customer_type,revenue
2025-02-05,S103,Clothing,T-Shirt,7,3472,Regular,24304
2025-02-05,S105,Clothing,Jacket,7,3056,Regular,21392
2025-02-05,S105,Electronics,Mouse,10,1001,Regular,10010
2025-02-05,S101,Clothing,Jacket,12,1449,Loyalty,17388
2025-02-05,S103,Clothing,Jacket,13,2984,Regular,38792
2025-02-05,S104,Clothing,T-Shirt,9,3147,Loyalty,28323
2025-02-05,S102,Grocery,Milk,10,2681,Regular,26810
2025-02-05,S103,Electronics,Mouse,5,1653,Regular,8265
2025-02-05,S104,Grocery,Eggs,7,3323,Loyalty,23261
2025-02-05,S104,Clothing,Jacket,10,3090,Loyalty,30900
2025-02-06,S101,Clothing,T-Shirt,3,3229,Regular,9687
2025-02-06,S105,Electronics,Keyboard,17,711,Regular,12087
2025-02-06,S103,Electronics,Keyboard,7,3281,Loyalty,22967
2025-02-06,S105,Clothing,T-Shirt,2,1393,Loyalty,2786
2025-02-06,S102,Grocery,Rice,3,1627,Regular,4881
2025-02-06,S101,Electronics,Keyboard,17,2556,Loyalty,43452
2025-02-06,S104,Clothing,Jacket,6,2651,Regular,15906
2025-02-06,S104,Grocery,Rice,8,1814,Loyalty,14512
2025-02-06,S101,Grocery,Rice,6,2522,Loyalty,15132
2025-02-06,S104,Electronics,Headphones,2,1005,Loyalty,2010
2025-02-06,S105,Grocery,Eggs,8,3351,Regular,26808
2025-02-06,S104,Clothing,Jacket,3,391,Regular,1173
2025-02-07,S104,Clothing,Jacket,2,2711,Loyalty,5422
2025-02-07,S104,Grocery,Milk,8,711,Regular,5688
2025-02-07,S105,Clothing,Hoodie,13,3598,Loyalty,46774
2025-02-07,S102,Grocery,Rice,23,3009,Regular,69207
2025-02-07,S104,Electronics,Smart Watch,8,3077,Loyalty,24616
2025-02-07,S104,Clothing,T-Shirt,19,3225,Regular,61275
2025-02-07,S104,Electronics,Smart Watch,1,3754,Regular,3754
2025-02-07,S102,Electronics,Smart Watch,8,1816,Regular,14528
2025-02-07,S104,Electronics,Headphones,6,1573,Regular,9438
2025-02-07,S104,Electronics,Mouse,1,1736,Regular,1736
2025-02-07,S101,Electronics,Mouse,21,2867,Loyalty,60207
2025-02-07,S101,Electronics,Headphones,11,884,Regular,9724
2025-02-08,S102,Clothing,Jacket,4,3587,Loyalty,14348
2025-02-08,S103,Clothing,Jacket,15,391,Regular,5865
2025-02-08,S102,Electronics,Smart Watch,12,3360,Loyalty,40320
2025-02-08,S102,Clothing,Jeans,13,1876,Regular,24388
2025-02-08,S103,Clothing,Jeans,16,3128,Regular,50048
2025-02-08,S105,Clothing,T-Shirt,3,2675,Loyalty,8025
2025-02-08,S102,Clothing,Jacket,14,1861,Regular,26054
2025-02-08,S102,Clothing,T-Shirt,22,1362,Regular,29964
2025-02-08,S101,Grocery,Milk,14,2433,Regular,34062
2025-02-08,S104,Clothing,T-Shirt,3,2580,Loyalty,7740
2025-02-08,S105,Clothing,T-Shirt,21,2579,Regular,54159
2025-02-08,S104,Electronics,Mouse,15,1653,Loyalty,24795
2025-02-09,S104,Electronics,Keyboard,18,3086,Regular,55548
2025-02-09,S105,Grocery,Milk,11,303,Regular,3333
2025-02-09,S103,Grocery,Bread,5,3588,Regular,17940
2025-02-09,S102,Clothing,T-Shirt,11,739,Loyalty,8129
2025-02-09,S101,Grocery,Eggs,23,2180,Loyalty,50140
2025-02-09,S101,Grocery,Rice,14,932,Loyalty,13048
2025-02-09,S104,Electronics,Smart Watch,7,1625,Loyalty,11375
2025-02-09,S104,Electronics,Keyboard,20,3342,Regular,66840
2025-02-09,S102,Clothing,Jacket,5,3749,Loyalty,18745
2025-02-09,S105,Clothing,Hoodie,3,2616,Loyalty,7848
2025-02-09,S105,Clothing,Jeans,22,3766,Regular,82852
2025-02-09,S103,Grocery,Milk,21,2343,Regular,49203
2025-02-10,S102,Grocery,Rice,23,3947,Regular,90781
2025-02-10,S101,Grocery,Rice,13,2310,Regular,30030
2025-02-10,S105,Clothing,T-Shirt,21,2435,Loyalty,51135
2025-02-10,S104,Electronics,Smart Watch,17,3092,Loyalty,52564
2025-02-10,S105,Grocery,Bread,20,1841,Loyalty,36820
2025-02-10,S104,Electronics,Mouse,2,1637,Regular,3274
2025-02-10,S103,Clothing,Hoodie,9,3854,Regular,34686
2025-02-10,S102,Electronics,Mouse,21,2651,Loyalty,55671
2025-02-10,S101,Electronics,Headphones,24,442,Loyalty,10608
2025-02-10,S104,Electronics,Mouse,16,2126,Loyalty,34016
2025-02-10,S102,Clothing,Jeans,8,838,Regular,6704
2025-02-10,S102,Grocery,Bread,8,2823,Regular,22584
2025-02-11,S101,Electronics,Keyboard,23,905,Loyalty,20815
2025-02-11,S104,Grocery,Rice,1,2184,Loyalty,2184
2025-02-11,S101,Electronics,Smart Watch,23,2140,Loyalty,49220
2025-02-11,S103,Electronics,Keyboard,24,3138,Loyalty,75312
2025-02-11,S102,Electronics,Smart Watch,14,3349,Loyalty,46886
2025-02-11,S103,Grocery,Bread,19,3612,Regular,68628
2025-02-11,S102,Electronics,Headphones,6,3744,Regular,22464
2025-02-11,S101,Electronics,Keyboard,9,3059,Loyalty,27531
2025-02-11,S101,Clothing,Jacket,4,3503,Regular,14012
2025-02-11,S101,Clothing,T-Shirt,23,239,Loyalty,5497
2025-02-11,S105,Clothing,Jeans,4,701,Loyalty,2804
2025-02-11,S105,Clothing,Jeans,21,2257,Loyalty,47397
2025-02-12,S102,Clothing,Jacket,15,2370,Regular,35550
2025-02-12,S101,Clothing,Jacket,8,1900,Regular,15200
2025-02-12,S102,Clothing,T-Shirt,22,2511,Regular,55242
2025-02-12,S103,Electronics,Smart Watch,14,2210,Regular,30940
2025-02-12,S102,Electronics,Keyboard,23,88,Loyalty,2024
2025-02-12,S102,Electronics,Keyboard,21,3518,Regular,73878
2025-02-12,S104,Electronics,Mouse,11,305,Regular,3355
2025-02-12,S101,Clothing,Jacket,22,2957,Loyalty,65054
2025-02-12,S102,Electronics,Mouse,21,512,Regular,10752
2025-02-12,S103,Grocery,Milk,23,137,Regular,3151
2025-02-12,S103,Electronics,Mouse,5,1774,Loyalty,8870
2025-02-12,S103,Grocery,Bread,23,2510,Regular,57730
2025-02-13,S101,Grocery,Eggs,5,1184,Regular,5920
2025-02-13,S101,Clothing,Jeans,12,1334,Loyalty,16008
2025-02-13,S103,Electronics,Smart Watch,10,3987,Loyalty,39870
2025-02-13,S105,Electronics,Mouse,14,2328,Loyalty,32592
2025-02-13,S101,Grocery,Milk,16,1086,Loyalty,17376
2025-02-13,S102,Clothing,Jeans,22,3133,Loyalty,68926
2025-02-13,S101,Clothing,Jeans,2,3558,Loyalty,7116
2025-02-13,S103,Grocery,Eggs,23,1143,Regular,26289
2025-02-13,S102,Grocery,Rice,4,3744,Loyalty,14976
2025-02-13,S103,Clothing,Hoodie,5,3863,Loyalty,19315
2025-02-13,S105,Clothing,Hoodie,10,2135,Regular,21350
2025-02-13,S104,Electronics,Headphones,17,3240,Loyalty,55080
2025-02-14,S103,Electronics,Mouse,24,3862,Regular,92688
2025-02-14,S104,Clothing,Jacket,4,2863,Regular,11452
2025-02-14,S102,Clothing,Jeans,19,2256,Regular,42864
2025-02-14,S103,Grocery,Rice,22,713,Loyalty,15686
2025-02-14,S105,Clothing,Jeans,4,3825,Loyalty,15300
2025-02-14,S101,Electronics,Smart Watch,23,2578,Regular,59294
2025-02-14,S101,Grocery,Eggs,15,1020,Loyalty,15300
2025-02-14,S101,Clothing,T-Shirt,17,247,Regular,4199
2025-02-14,S104,Grocery,Bread,11,3992,Loyalty,43912
2025-02-14,S105,Clothing,Hoodie,20,1646,Regular,32920
2025-02-14,S105,Clothing,Jacket,11,3746,Regular,41206
2025-02-14,S105,Clothing,Jeans,6,3970,Loyalty,23820
2025-02-15,S105,Electronics,Keyboard,19,1499,Loyalty,28481
2025-02-15,S103,Clothing,Jeans,5,1422,Regular,7110
2025-02-15,S101,Electronics,Smart Watch,21,3195,Regular,67095
2025-02-15,S102,Electronics,Smart Watch,4,687,Loyalty,2748
2025-02-15,S103,Grocery,Milk,1,2889,Loyalty,2889
2025-02-15,S104,Clothing,T-Shirt,12,237,Loyalty,2844
2025-02-15,S101,Grocery,Eggs,4,2822,Regular,11288
2025-02-15,S104,Clothing,Jeans,7,212,Loyalty,1484
2025-02-15,S102,Clothing,Hoodie,16,3521,Regular,56336
2025-02-15,S101,Grocery,Milk,13,631,Regular,8203
2025-02-15,S104,Electronics,Headphones,24,1692,Regular,40608
2025-02-15,S103,Clothing,Jeans,21,2293,Regular,48153
2025-02-16,S102,Electronics,Keyboard,24,3324,Regular,79776
2025-02-16,S105,Grocery,Eggs,10,3787,Regular,37870
2025-02-16,S105,Clothing,T-Shirt,21,1155,Loyalty,24255
2025-02-16,S102,Grocery,Bread,5,3081,Loyalty,15405
2025-02-16,S101,Grocery,Bread,21,433,Regular,9093
2025-02-16,S101,Electronics,Headphones,1,3299,Loyalty,3299
2025-02-16,S101,Grocery,Milk,7,647,Loyalty,4529
2025-02-16,S105,Electronics,Headphones,2,2125,Regular,4250
2025-02-16,S101,Grocery,Rice,17,1683,Regular,28611
2025-02-16,S102,Clothing,Jeans,1,2939,Loyalty,2939
2025-02-16,S101,Electronics,Mouse,2,2939,Regular,5878
2025-02-16,S104,Grocery,Rice,24,1367,Regular,32808
2025-02-17,S103,Grocery,Milk,19,1904,Loyalty,36176
2025-02-17,S104,Grocery,Rice,4,1951,Regular,7804
2025-02-17,S105,Clothing,Jacket,15,1799,Regular,26985
2025-02-17,S105,Clothing,Jacket,9,2777,Regular,24993
2025-02-17,S102,Clothing,T-Shirt,24,1327,Loyalty,31848
2025-02-17,S104,Electronics,Mouse,3,823,Loyalty,2469
2025-02-17,S103,Grocery,Rice,18,1500,Loyalty,27000
2025-02-17,S103,Electronics,Keyboard,24,2365,Regular,56760
2025-02-17,S105,Electronics,Smart Watch,21,3193,Loyalty,67053
2025-02-17,S102,Electronics,Keyboard,10,2925,Regular,29250
2025-02-17,S102,Clothing,Hoodie,7,897,Loyalty,6279
2025-02-17,S103,Electronics,Keyboard,18,1948,Regular,35064
2025-02-18,S104,Clothing,T-Shirt,1,1064,Regular,1064
2025-02-18,S104,Electronics,Smart Watch,16,3740,Loyalty,59840
2025-02-18,S103,Clothing,Jeans,9,1597,Loyalty,14373
2025-02-18,S101,Clothing,Jacket,13,1960,Loyalty,25480
2025-02-18,S105,Electronics,Mouse,2,1333,Regular,2666
2025-02-18,S103,Clothing,Jeans,23,3761,Loyalty,86503
2025-02-18,S103,Electronics,Headphones,1,2293,Loyalty,2293
2025-02-18,S105,Clothing,Jeans,3,2798,Regular,8394
2025-02-18,S104,Electronics,Headphones,6,1507,Regular,9042
2025-02-18,S104,Grocery,Eggs,11,1523,Loyalty,16753
2025-02-18,S102,Electronics,Headphones,22,1204,Regular,26488
2025-02-18,S105,Clothing,Jeans,24,1291,Regular,30984
2025-02-19,S103,Electronics,Headphones,20,2643,Loyalty,52860
2025-02-19,S102,Grocery,Bread,11,3050,Loyalty,33550
2025-02-19,S105,Clothing,T-Shirt,12,1724,Regular,20688
2025-02-19,S103,Grocery,Bread,1,773,Loyalty,773
2025-02-19,S103,Clothing,Jeans,8,2345,Regular,18760
2025-02-19,S101,Grocery,Bread,20,173,Loyalty,3460
2025-02-19,S103,Grocery,Bread,4,491,Loyalty,1964
2025-02-19,S105,Grocery,Milk,3,1386,Loyalty,4158
2025-02-19,S104,Electronics,Mouse,14,2069,Regular,28966
2025-02-19,S101,Electronics,Keyboard,3,1837,Loyalty,5511
2025-02-19,S103,Grocery,Milk,1,695,Loyalty,695
2025-02-19,S103,Grocery,Bread,2,2985,Regular,5970
2025-02-20,S104,Clothing,Jeans,21,889,Regular,18669
2025-02-20,S103,Grocery,Bread,20,1954,Loyalty,39080
2025-02-20,S101,Clothing,Jeans,19,3743,Loyalty,71117
2025-02-20,S103,Grocery,Milk,9,2381,Regular,21429
2025-02-20,S101,Electronics,Keyboard,23,682,Regular,15686
2025-02-20,S104,Grocery,Bread,14,1193,Regular,16702
2025-02-20,S104,Electronics,Headphones,8,2562,Regular,20496
2025-02-20,S101,Electronics,Smart Watch,24,2917,Loyalty,70008
2025-02-20,S105,Clothing,Jacket,3,3098,Loyalty,9294
2025-02-20,S101,Clothing,Jeans,4,117,Regular,468
2025-02-20,S105,Clothing,T-Shirt,14,1671,Loyalty,23394
2025-02-20,S105,Grocery,Bread,17,2529,Regular,42993
2025-02-21,S102,Grocery,Bread,21,1840,Loyalty,38640
2025-02-21,S104,Electronics,Smart Watch,5,2036,Regular,10180
2025-02-21,S105,Electronics,Headphones,9,3566,Loyalty,32094
2025-02-21,S102,Grocery,Rice,24,2577,Loyalty,61848
2025-02-21,S104,Electronics,Keyboard,22,3709,Regular,81598
2025-02-21,S101,Grocery,Bread,19,2123,Regular,40337
2025-02-21,S105,Electronics,Mouse,19,1623,Regular,30837
2025-02-21,S103,Electronics,Headphones,4,1896,Loyalty,7584
2025-02-21,S105,Clothing,Hoodie,3,2951,Regular,8853
2025-02-21,S102,Clothing,Hoodie,23,1434,Loyalty,32982
2025-02-21,S101,Grocery,Milk,18,1986,Loyalty,35748
2025-02-21,S103,Clothing,Jeans,8,1540,Regular,12320
2025-02-22,S101,Clothing,T-Shirt,13,2850,Loyalty,37050
2025-02-22,S105,Clothing,Jacket,20,1897,Loyalty,37940
2025-02-22,S101,Electronics,Headphones,14,930,Regular,13020
2025-02-22,S104,Grocery,Eggs,1,651,Loyalty,651
2025-02-22,S101,Electronics,Headphones,10,1436,Regular,14360
2025-02-22,S101,Clothing,T-Shirt,24,1622,Loyalty,38928
2025-02-22,S105,Electronics,Headphones,19,3692,Loyalty,70148
2025-02-22,S105,Grocery,Rice,11,1567,Loyalty,17237
2025-02-22,S105,Grocery,Rice,1,3289,Regular,3289
2025-02-22,S105,Grocery,Eggs,21,1182,Regular,24822
2025-02-22,S101,Electronics,Smart Watch,13,2699,Loyalty,35087
2025-02-22,S101,Clothing,T-Shirt,14,1416,Regular,19824
2025-02-23,S101,Electronics,Keyboard,15,1925,Regular,28875
2025-02-23,S104,Clothing,Jeans,1,2736,Regular,2736
2025-02-23,S103,Clothing,T-Shirt,15,2509,Regular,37635
2025-02-23,S104,Electronics,Headphones,19,2752,Loyalty,52288
2025-02-23,S105,Grocery,Milk,9,251,Regular,2259
2025-02-23,S105,Grocery,Bread,10,959,Regular,9590
2025-02-23,S101,Grocery,Milk,7,1613,Loyalty,11291
2025-02-23,S105,Clothing,Jacket,2,1678,Regular,3356
2025-02-23,S102,Grocery,Eggs,17,317,Loyalty,5389
2025-02-23,S105,Grocery,Rice,15,3083,Loyalty,46245
2025-02-23,S101,Electronics,Mouse,23,1481,Loyalty,34063
2025-02-23,S105,Clothing,Hoodie,22,1180,Regular,25960
2025-02-24,S101,Grocery,Rice,21,2071,Regular,43491
2025-02-24,S104,Clothing,Hoodie,2,1873,Loyalty,3746
2025-02-24,S104,Grocery,Eggs,15,1114,Loyalty,16710
2025-02-24,S103,Grocery,Eggs,16,2769,Regular,44304
2025-02-24,S104,Grocery,Rice,1,1993,Loyalty,1993
2025-02-24,S104,Clothing,Hoodie,5,56,Regular,280
2025-02-24,S101,Electronics,Smart Watch,1,2656,Regular,2656
2025-02-24,S102,Grocery,Rice,18,2061,Loyalty,37098
2025-02-24,S103,Grocery,Bread,11,866,Loyalty,9526
2025-02-24,S105,Clothing,Hoodie,8,979,Regular,7832
2025-02-24,S104,Clothing,T-Shirt,17,1950,Regular,33150
2025-02-24,S103,Electronics,Mouse,3,2172,Loyalty,6516
2025-02-25,S103,Clothing,Jacket,10,3684,Regular,36840
2025-02-25,S105,Clothing,Jacket,15,294,Regular,4410
2025-02-25,S102,Clothing,T-Shirt,5,2267,Regular,11335
2025-02-25,S104,Electronics,Keyboard,18,2093,Loyalty,37674
2025-02-25,S105,Electronics,Headphones,15,2735,Regular,41025
2025-02-25,S104,Electronics,Headphones,5,3286,Loyalty,16430
2025-02-25,S102,Electronics,Headphones,13,3975,Loyalty,51675
2025-02-25,S103,Grocery,Bread,3,1627,Regular,4881
2025-02-25,S102,Electronics,Keyboard,17,390,Regular,6630
2025-02-25,S105,Grocery,Eggs,12,188,Loyalty,2256
2025-02-25,S104,Grocery,Rice,24,3758,Loyalty,90192
2025-02-25,S102,Electronics,Keyboard,11,1045,Loyalty,11495
2025-02-26,S103,Electronics,Headphones,18,2201,Regular,39618
2025-02-26,S102,Electronics,Smart Watch,19,214,Loyalty,4066
2025-02-26,S104,Electronics,Smart Watch,5,706,Loyalty,3530
2025-02-26,S103,Clothing,Jacket,21,1939,Loyalty,40719
2025-02-26,S104,Clothing,T-Shirt,22,3782,Regular,83204
2025-02-26,S104,Grocery,Bread,5,1026,Regular,5130
2025-02-26,S102,Electronics,Mouse,12,1655,Loyalty,19860
2025-02-26,S102,Grocery,Bread,16,2717,Regular,43472
2025-02-26,S102,Clothing,Jacket,4,3223,Loyalty,12892
2025-02-26,S103,Electronics,Mouse,11,753,Loyalty,8283
2025-02-26,S101,Grocery,Milk,19,2022,Regular,38418
2025-02-26,S104,Grocery,Milk,19,1760,Loyalty,33440
2025-02-27,S105,Grocery,Eggs,3,3169,Loyalty,9507
2025-02-27,S104,Electronics,Smart Watch,13,3970,Loyalty,51610
2025-02-27,S103,Electronics,Headphones,6,1396,Loyalty,8376
2025-02-27,S105,Electronics,Headphones,23,2817,Regular,64791
2025-02-27,S103,Clothing,T-Shirt,3,3687,Regular,11061
2025-02-27,S105,Clothing,Hoodie,16,1277,Regular,20432
2025-02-27,S103,Electronics,Smart Watch,24,1359,Loyalty,32616
2025-02-27,S103,Clothing,Jacket,19,3491,Regular,66329
2025-02-27,S103,Clothing,T-Shirt,1,3413,Loyalty,3413
2025-02-27,S105,Electronics,Headphones,13,1817,Regular,23621
2025-02-27,S101,Electronics,Smart Watch,1,3797,Loyalty,3797
2025-02-27,S101,Clothing,Jacket,2,991,Regular,1982
2025-02-28,S103,Clothing,Jacket,3,3705,Loyalty,11115
2025-02-28,S105,Clothing,Hoodie,13,2065,Regular,26845
2025-02-28,S103,Electronics,Headphones,6,1601,Regular,9606
2025-02-28,S102,Electronics,Keyboard,10,3501,Regular,35010
2025-02-28,S102,Clothing,Hoodie,2,1547,Loyalty,3094
2025-02-28,S104,Grocery,Bread,2,2392,Loyalty,4784
2025-02-28,S103,Grocery,Milk,22,2830,Loyalty,62260
2025-02-28,S101,Electronics,Keyboard,17,3354,Regular,57018
2025-02-28,S105,Electronics,Headphones,19,1126,Loyalty,21394
2025-02-28,S101,Electronics,Headphones,23,3144,Regular,72312
2025-02-28,S102,Clothing,Jeans,4,1529,Regular,6116
2025-02-28,S102,Clothing,Jeans,14,1061,Loyalty,14854
2025-03-01,S104,Grocery,Milk,13,3180,Loyalty,41340
2025-03-01,S102,Clothing,Hoodie,18,3881,Regular,69858
2025-03-01,S101,Grocery,Bread,12,3682,Loyalty,44184
2025-03-01,S101,Electronics,Keyboard,18,3217,Regular,57906
2025-03-01,S102,Clothing,T-Shirt,8,2010,Regular,16080
2025-03-01,S101,Electronics,Smart Watch,11,682,Loyalty,7502
2025-03-01,S101,Grocery,Bread,2,477,Regular,954
2025-03-01,S103,Clothing,Jacket,13,1156,Loyalty,15028
2025-03-01,S104,Clothing,Hoodie,19,3542,Loyalty,67298
2025-03-01,S102,Clothing,Jacket,1,3949,Loyalty,3949
2025-03-01,S102,Electronics,Smart Watch,15,72,Loyalty,1080
2025-03-01,S105,Electronics,Keyboard,5,978,Regular,4890
2025-03-02,S104,Grocery,Rice,15,842,Regular,12630
2025-03-02,S104,Electronics,Headphones,19,1796,Regular,34124
2025-03-02,S101,Electronics,Mouse,5,1575,Regular,7875
2025-03-02,S101,Grocery,Eggs,3,3424,Regular,10272
2025-03-02,S103,Clothing,Hoodie,12,922,Regular,11064
2025-03-02,S105,Grocery,Rice,18,2838,Loyalty,51084
2025-03-02,S101,Grocery,Milk,9,3287,Loyalty,29583
2025-03-02,S101,Clothing,Hoodie,4,2718,Loyalty,10872
2025-03-02,S102,Electronics,Headphones,9,1801,Regular,16209
2025-03-02,S102,Grocery,Eggs,3,1101,Regular,3303
2025-03-02,S101,Electronics,Smart Watch,4,3654,Regular,14616
2025-03-02,S105,Grocery,Bread,17,167,Regular,2839
2025-03-03,S104,Clothing,T-Shirt,15,2150,Regular,32250
2025-03-03,S105,Clothing,T-Shirt,6,1865,Regular,11190
2025-03-03,S104,Clothing,T-Shirt,14,3259,Loyalty,45626
2025-03-03,S101,Electronics,Keyboard,12,3303,Regular,39636
2025-03-03,S101,Electronics,Keyboard,4,1451,Regular,5804
2025-03-03,S101,Clothing,Jeans,20,168,Regular,3360
2025-03-03,S104,Grocery,Rice,12,3916,Regular,46992
2025-03-03,S103,Electronics,Mouse,15,3855,Loyalty,57825
2025-03-03,S105,Clothing,T-Shirt,1,2152,Regular,2152
2025-03-03,S101,Grocery,Eggs,12,1601,Regular,19212
2025-03-03,S104,Grocery,Rice,13,3768,Regular,48984
2025-03-03,S101,Grocery,Bread,11,2873,Loyalty,31603
2025-03-04,S105,Grocery,Rice,22,1132,Regular,24904
2025-03-04,S101,Grocery,Rice,2,1299,Regular,2598
2025-03-04,S104,Electronics,Keyboard,23,1291,Regular,29693
2025-03-04,S101,Clothing,Hoodie,23,3766,Regular,86618
2025-03-04,S104,Clothing,Jacket,22,282,Loyalty,6204
2025-03-04,S104,Grocery,Milk,7,2459,Loyalty,17213
2025-03-04,S102,Clothing,T-Shirt,13,3460,Loyalty,44980
2025-03-04,S104,Electronics,Headphones,15,2960,Regular,44400
2025-03-04,S101,Grocery,Bread,17,3808,Regular,64736
2025-03-04,S104,Clothing,Hoodie,15,208,Loyalty,3120
2025-03-04,S102,Clothing,Jeans,17,2102,Regular,35734
2025-03-04,S101,Electronics,Keyboard,18,2519,Loyalty,45342
2025-03-05,S105,Clothing,Jacket,21,1631,Loyalty,34251
2025-03-05,S102,Clothing,Jeans,14,2811,Regular,39354
2025-03-05,S103,Electronics,Keyboard,6,1166,Regular,6996
2025-03-05,S104,Electronics,Keyboard,1,3842,Regular,3842
2025-03-05,S102,Grocery,Rice,11,912,Regular,10032
2025-03-05,S104,Clothing,T-Shirt,3,1325,Regular,3975
2025-03-05,S101,Grocery,Milk,12,1212,Loyalty,14544
2025-03-05,S103,Electronics,Mouse,23,2408,Regular,55384
2025-03-05,S102,Clothing,Jeans,6,1333,Regular,7998
2025-03-05,S103,Grocery,Rice,2,1346,Loyalty,2692
2025-03-05,S102,Grocery,Rice,2,1320,Regular,2640
2025-03-05,S104,Electronics,Mouse,15,1679,Loyalty,25185
2025-03-06,S101,Grocery,Bread,20,3721,Regular,74420
2025-03-06,S104,Clothing,T-Shirt,9,2518,Regular,22662
2025-03-06,S104,Electronics,Smart Watch,10,3376,Loyalty,33760
2025-03-06,S102,Electronics,Smart Watch,8,2419,Loyalty,19352
2025-03-06,S105,Grocery,Milk,3,3997,Loyalty,11991
2025-03-06,S104,Electronics,Mouse,9,1511,Regular,13599
2025-03-06,S102,Grocery,Bread,19,2226,Regular,42294
2025-03-06,S101,Electronics,Headphones,3,1029,Regular,3087
2025-03-06,S103,Electronics,Mouse,3,3746,Loyalty,11238
2025-03-06,S101,Grocery,Milk,18,734,Regular,13212
2025-03-06,S105,Electronics,Smart Watch,18,2421,Loyalty,43578
2025-03-06,S102,Clothing,T-Shirt,13,1477,Regular,19201
2025-03-07,S103,Grocery,Milk,11,1114,Loyalty,12254
2025-03-07,S101,Electronics,Mouse,17,3399,Regular,57783
2025-03-07,S105,Electronics,Headphones,4,758,Regular,3032
2025-03-07,S103,Grocery,Eggs,21,2196,Regular,46116
2025-03-07,S103,Clothing,Jacket,13,749,Loyalty,9737
2025-03-07,S102,Grocery,Bread,8,3766,Loyalty,30128
2025-03-07,S102,Clothing,Hoodie,20,1472,Regular,29440
2025-03-07,S101,Electronics,Headphones,16,3268,Regular,52288
2025-03-07,S104,Grocery,Milk,14,3626,Loyalty,50764
2025-03-07,S103,Clothing,Jacket,5,1970,Loyalty,9850
2025-03-07,S103,Grocery,Eggs,8,2032,Loyalty,16256
2025-03-07,S102,Clothing,T-Shirt,4,3956,Regular,15824
2025-03-08,S105,Electronics,Headphones,24,2725,Loyalty,65400
2025-03-08,S105,Electronics,Headphones,9,874,Loyalty,7866
2025-03-08,S105,Electronics,Smart Watch,10,2777,Loyalty,27770
2025-03-08,S105,Grocery,Milk,20,1588,Regular,31760
2025-03-08,S104,Grocery,Milk,12,3159,Loyalty,37908
2025-03-08,S101,Grocery,Eggs,5,1982,Loyalty,9910
2025-03-08,S105,Clothing,Jeans,16,1484,Loyalty,23744
2025-03-08,S103,Clothing,T-Shirt,15,1959,Regular,29385
2025-03-08,S105,Grocery,Eggs,22,2758,Regular,60676
2025-03-08,S103,Electronics,Smart Watch,23,1872,Regular,43056
2025-03-08,S103,Clothing,Hoodie,2,2864,Regular,5728
2025-03-08,S103,Electronics,Headphones,10,2823,Loyalty,28230
2025-03-09,S104,Electronics,Smart Watch,15,202,Loyalty,3030
2025-03-09,S101,Electronics,Headphones,1,1264,Loyalty,1264
2025-03-09,S101,Grocery,Eggs,9,944,Regular,8496
2025-03-09,S103,Clothing,Hoodie,6,3122,Loyalty,18732
2025-03-09,S105,Grocery,Milk,17,3539,Loyalty,60163
2025-03-09,S101,Electronics,Headphones,13,631,Regular,8203
2025-03-09,S101,Electronics,Keyboard,17,1149,Regular,19533
2025-03-09,S101,Grocery,Rice,17,3060,Regular,52020
2025-03-09,S104,Grocery,Eggs,18,418,Loyalty,7524
2025-03-09,S103,Grocery,Eggs,8,127,Regular,1016
2025-03-09,S102,Electronics,Mouse,23,1973,Regular,45379
2025-03-09,S103,Grocery,Rice,6,2986,Loyalty,17916
2025-03-10,S103,Electronics,Smart Watch,21,2290,Loyalty,48090
2025-03-10,S105,Grocery,Eggs,16,1905,Regular,30480
2025-03-10,S104,Grocery,Bread,16,940,Loyalty,15040
2025-03-10,S104,Clothing,T-Shirt,4,2525,Loyalty,10100
2025-03-10,S103,Clothing,Hoodie,5,889,Loyalty,4445
2025-03-10,S103,Clothing,Hoodie,18,3905,Loyalty,70290
2025-03-10,S102,Grocery,Bread,20,513,Regular,10260
2025-03-10,S104,Electronics,Headphones,21,2428,Loyalty,50988
2025-03-10,S101,Grocery,Eggs,6,3218,Loyalty,19308
2025-03-10,S105,Electronics,Smart Watch,22,937,Loyalty,20614
2025-03-10,S102,Electronics,Mouse,16,3610,Loyalty,57760
2025-03-10,S103,Clothing,T-Shirt,2,2656,Loyalty,5312
2025-03-11,S104,Electronics,Headphones,22,2488,Loyalty,54736
2025-03-11,S103,Grocery,Milk,22,3598,Regular,79156
2025-03-11,S102,Electronics,Smart Watch,10,410,Loyalty,4100
2025-03-11,S105,Clothing,Jeans,10,2114,Regular,21140
2025-03-11,S105,Clothing,Jeans,9,2038,Regular,18342
2025-03-11,S101,Clothing,Hoodie,17,3852,Loyalty,65484
2025-03-11,S103,Grocery,Bread,10,2195,Loyalty,21950
2025-03-11,S102,Grocery,Eggs,24,2683,Regular,64392
2025-03-11,S103,Clothing,Jeans,23,3416,Loyalty,78568
2025-03-11,S104,Electronics,Keyboard,9,999,Regular,8991
2025-03-11,S103,Grocery,Eggs,15,3955,Regular,59325
2025-03-11,S103,Electronics,Mouse,6,1792,Loyalty,10752
2025-03-12,S101,Clothing,T-Shirt,16,3447,Loyalty,55152
2025-03-12,S103,Grocery,Eggs,2,462,Regular,924
2025-03-12,S102,Electronics,Keyboard,10,870,Loyalty,8700
2025-03-12,S103,Grocery,Milk,16,3014,Loyalty,48224
